"Country_Wave","A001","A002","A003","A004","A005","A006","D057","D059","D060","F115","F116","F117","F118","F119","F120","F121","F122","F123","E114","E115","E116","E117","E012","E015","E016","E018","E023","E025","E026","E027","E028","E033","E035","E036","E037","E039","E040","B008"
"CHL4",1.04583333333333,2.07556675062972,1.6070826306914,3.03842869342442,1.29983108108108,1.78001679261125,2.09592529711375,2.6889661164205,2.87925170068027,3.42203389830508,2.16921768707483,2.05034129692833,3.97368421052632,3.07645525629887,2.36819727891156,5.2240067624683,3.74513274336283,2.07229965156794,2.6978021978022,2.42385321100917,3.14405986903648,1.80717488789238,0.601655933762649,2.0561797752809,1.54632867132867,1.50913838120104,3.12751677852349,2.33807829181495,2.77094474153298,2.45359019264448,2.66930518909411,5.22376237623762,4.02104377104377,5.89991296779809,7.13003355704698,4.74086661002549,NA,1.56173913043478
"CHL5",1.10910910910911,2.21931589537223,1.66498993963783,3.17342799188641,1.47219413549039,2.0110775427996,2.25702393340271,2.58455114822547,2.89150460593654,3.83679833679834,1.95548654244306,1.70351239669421,5.13340448239061,3.72193074501574,2.78549222797927,6.25463917525773,3.97937024972856,2.41887592788971,2.912100456621,2.55580865603645,3.24639289678135,1.66666666666667,0.580858085808581,2.02107481559536,1.48507462686567,1.37757201646091,3.18346774193548,2.40669371196755,2.81578947368421,2.41945288753799,NA,5.37818696883853,4.78260869565217,6.34906695938529,6.21717171717172,4.86213991769547,5.17189079878665,1.34304207119741
"CHL6",1.097,1.87158746208291,1.53931451612903,3.06477732793522,1.54153846153846,2.29737903225806,2.65060240963855,2.96029258098224,3.11111111111111,2.47715736040609,1.69948717948718,1.67079463364293,5.73326133909287,3.61596548004315,3.23375262054507,6.96432318992655,NA,2.05561613958561,2.83878241262683,2.5788876276958,3.30911062906724,1.52289669861555,0.469852104664391,1.87622149837134,1.53311617806732,1.45652173913043,3.09053916581892,2.29948717948718,2.75,2.30620549338759,2.44398766700925,5.10014104372355,3.5010162601626,6.8252427184466,6.75612244897959,4.11819116135663,4.83061224489796,1.32452431289641
"CHL7",1.079,1.70140280561122,1.42771084337349,2.94879518072289,1.67408906882591,2.41809045226131,2.40234791889007,2.85418821096174,2.98544698544699,3.1726618705036,2.42335025380711,2.28280773143438,5.31725616291533,3.56196581196581,3.86929460580913,6.38012295081967,4.18849840255591,3.15497382198953,2.63839811542992,2.57482185273159,3.25977011494253,1.7043956043956,0.474358974358974,1.5903743315508,1.5181236673774,1.42440041710115,3.06424870466321,2.31111111111111,2.71155885471898,2.2544878563886,2.35138004246285,5.08005617977528,3.94320486815416,5.62144420131291,6.56646216768916,4.61997940267765,4.69318181818182,1.46387434554974
"CHN2",1.43129388164493,2.06243705941591,2.49244712990937,2.20283975659229,1.463,3.7239263803681,1.95897435897436,NA,NA,1.5751503006012,1.54016064257028,1.34371859296482,1.20349434737924,1.21111111111111,4.89109947643979,4.75904860392968,6.72670157068063,2.59654471544715,NA,NA,NA,NA,0.973876698014629,2.71065989847716,1.05589430894309,2.10754912099276,2.1144024514811,NA,NA,NA,NA,NA,7.87035175879397,6.91675231243577,5.09879032258065,2.61686991869919,4.99392097264438,NA
"CHN3",1.2466577540107,1.85248130523453,2.39052848318463,2.19687277896233,1.42438692098093,3.29235382308846,2.19913731128684,2.40029112081514,2.89779005524862,1.60554803788904,1.52628032345013,1.20939597315436,1.35771180304127,1.1888064733648,4.025,5.37049861495845,5.99631268436578,2.88762446657184,NA,NA,NA,NA,0.93440334961619,2.37866666666667,1.09,1.75666666666667,NA,NA,NA,NA,NA,NA,5.04226312201772,6.45440126883426,5.84658691062632,2.92241992882562,3.49827467218772,1.50666666666667
"CHN4",1.42237903225806,1.97750511247444,2.46487603305785,2.19913885898816,1.58620689655172,3.51702127659574,1.96450939457203,2.46659482758621,3.07268951194185,1.34239677744209,1.57157360406091,1.34365325077399,1.13816534541336,1.10031023784902,3.31346351490236,2.91784989858012,3.75878220140515,1.43147208121827,2.8765778401122,2.71472392638037,2.57260273972603,1.82785808147175,0.966666666666667,2.52955367913148,1.04319654427646,1.54251497005988,2.1234309623431,NA,NA,NA,NA,NA,6.26292629262926,6.7856315179606,5.16482300884956,2.72036823935558,NA,1.46658851113716
"CHN5",1.2326883910387,1.88111520252499,2.40993449781659,2.37228607918263,1.67613941018767,3.18281036834925,2.18484848484849,2.39270771069934,2.86795674445077,1.99785061794734,1.94709603220242,1.70492753623188,1.62634578847372,1.42384483742156,2.1121387283237,2.7130291368884,3.30204657727593,1.82630410654828,2.71895973154362,2.49300699300699,2.75992939099735,1.72884141331142,0.871098265895954,2.46671018276762,1.12463083284111,1.50492264416315,2.20797720797721,2.42687338501292,2.50465356773526,NA,NA,NA,5.77610138805069,6.64149504195271,5.65761511216057,3.45683930942895,3.66566985645933,1.41682974559687
"CHN6",1.14090708938793,1.59670964873277,2.05275125056844,2.5436018957346,1.80209758321933,3.38136826783115,2.22008113590264,2.42622157716497,2.86733238231098,2.61936820300363,2.2274678111588,1.97673188789001,2.25080906148867,1.82518597236982,2.88191089640365,3.58720930232558,3.49696300386527,2.4845908607864,2.612063867534,2.64102564102564,3.08467741935484,1.75381140598532,0.787878787878788,2.34271217712177,1.19672131147541,1.74640911342249,2.62744227353464,2.51348879743941,2.5976223136717,2.67123914037494,2.70233196159122,NA,4.45164319248826,5.74275546517539,6.35562882713142,3.65393682225365,3.70735155513666,1.37126960040465
"CHN7",1.14531043593131,1.72961373390558,2.0779649818302,2.36324360252576,1.72374958595561,3.24825523429711,2.20924092409241,2.44396694214876,2.9205407187603,1.61439418950149,1.49884220972544,1.60033112582781,2.31801652892562,1.47620621282221,2.43723087114939,3.75033112582781,4.00231941683234,1.94209133024487,2.61109243697479,2.61634582911179,2.62415426251691,1.74731543624161,0.896333333333333,2.34503311258278,1.07766027759418,1.56857523302264,2.4899439498846,2.40690341851975,2.58197539075491,2.65648854961832,2.70511968085106,NA,5.52478519497687,5.72094572094572,5.76752645502645,3.38497186362132,3.72393247269116,1.36372712146423
"COL3",1.14475431606906,1.81706303010145,1.7276355171267,2.74995810289928,1.29252491694352,1.64379683597003,2.19776498476126,2.71879286694102,3.11170748071117,3.58597662771285,1.92074592074592,1.48990488903721,2.65287317808678,2.29736050785165,1.93663498415875,4.74072836618777,4.14587525150905,1.63989290495315,2.42090494563311,2.1614248479583,2.80681818181818,1.82020725388601,NA,2.67813021702838,1.22133065864259,1.125,3.05356545028457,2.13596947624003,2.55768888888889,2.34681881051176,2.71844993141289,6.62654996353027,6.20213832275309,6.55823293172691,5.95921096623203,NA,NA,NA
"COL5",NA,NA,NA,NA,NA,NA,2.30677685950413,2.75909993381866,3.11011904761905,NA,1.56324900133156,1.55818606202067,3.70652898067955,1.94294294294294,1.96612421122551,4.65006640106242,3.32587317734825,1.40238647663242,2.85106382978723,2.59728668332738,2.84457061745919,1.88149982313406,NA,2.29851752021563,1.20285908781484,1.09190809190809,3.13850231941683,2.18260292164675,2.76089125374127,2.33906715183592,NA,6.75321793164669,5.50049784268171,6.30845771144279,6.47831843760344,3.66688741721854,4.87665782493369,1.31819688432217
"COL6",1.15542328042328,2.0112582781457,1.66490066225166,3.02458471760797,1.25827814569536,1.59232296492389,2.42270861833105,2.9025394646534,3.21661129568106,3.20517928286853,1.64655172413793,1.524156187955,3.39239646978955,2.47054886211513,1.90479360852197,4.25067024128686,3.17955801104972,1.64143426294821,2.41427571728481,2.23007623007623,2.79315068493151,1.87405368203716,0.734107997265892,2.27620967741935,1.29704301075269,1.19692923898531,3.19072847682119,2.13844086021505,2.43284574468085,2.26144658261447,2.58581842279655,6.156,5.03072812291249,5.64652777777778,6.30080213903743,4.23128342245989,4.80856760374833,1.32214765100671
"COL7",1.20526315789474,1.97039473684211,1.59210526315789,2.78289473684211,1.31776315789474,1.66776315789474,2.27039473684211,2.81052631578947,2.90526315789474,3.66381578947368,2.05263157894737,1.87039473684211,4.06184210526316,3.09342105263158,2.35328947368421,4.70526315789474,3.80921052631579,2.12302631578947,2.26052631578947,1.89671052631579,3.09539473684211,1.81315789473684,0.753289473684211,2.37960526315789,1.51184210526316,1.17236842105263,3.04013157894737,2.06578947368421,2.33684210526316,2.21315789473684,2.43684210526316,6.07565789473684,6.29934210526316,6.00986842105263,5.425,4.60131578947368,4.88223684210526,1.30927152317881
"CYP5",1.06387035271687,1.41091954022989,1.63697318007663,2.78805394990366,1.59808612440191,1.79270633397313,2.37631327602674,2.70992366412214,3.29580152671756,2.60744985673352,1.94837476099426,1.70554493307839,3.70009551098376,2.4785100286533,4.11100478468899,6.09578544061303,3.27177033492823,2.18338108882521,2.64823641563394,2.39043062200957,3.25738798856053,1.33619866284623,0.839388145315488,2.01529636711281,1.43911792905081,1.39980824544583,2.7088122605364,2.12774070543375,2.48328557784145,2.09056244041945,NA,5.21985815602837,5.27246653919694,5.11302681992337,6.5647171620326,3.86698564593301,4.70469798657718,1.38653846153846
"CYP6",1.07307307307307,1.44944944944945,1.54354354354354,2.72874493927126,1.46439317953862,1.82765531062124,2.37133891213389,2.78447395301328,3.36032388663968,2.09475806451613,1.6179435483871,1.52663316582915,3.66837782340862,2.53586065573771,3.90621814475025,6.46052631578947,NA,2.29671457905544,2.7667731629393,2.49230769230769,3.43653250773994,1.38725985844287,0.741610738255034,2.1238670694864,1.51540041067762,1.56767676767677,2.7429718875502,2.09236947791165,2.52272727272727,2.17051153460381,2.28585961342828,5.22247191011236,3.49594320486815,4.87268993839836,7.28241206030151,3.93985728848114,5.24773413897281,1.61507128309572
"CYP7",1.08625877632899,1.60725075528701,1.82186234817814,2.81910569105691,1.64024390243902,1.85117227319062,2.34417628541448,2.74706510138741,3.21938775510204,2.88008130081301,1.60987903225806,1.53939393939394,3.725,2.23880597014925,3.01602564102564,5.20041536863967,2.72210300429185,1.75715800636267,2.63953488372093,2.48851269649335,3.67678958785249,1.48421052631579,0.722838137472284,2.25968586387435,1.61737331954498,1.74263904034896,2.78883248730964,2.03719008264463,2.4681960375391,2.09548254620123,2.2259067357513,5.47091412742382,4.80937818552497,4.78631578947368,6.68724696356275,3.81050463439753,5.45141700404858,1.527352297593
"CZE2",1.18939393939394,1.92748917748918,1.97510822510823,2.77139761646804,1.53687635574837,3.23268398268398,2.62910284463895,NA,NA,NA,NA,2.26948051948052,5.68181818181818,3.8851570964247,6.99674267100977,6.65330444203684,NA,NA,NA,NA,NA,NA,0.667029379760609,2.79523293607801,1.17659804983749,1.43260869565217,1.27223427331887,NA,NA,1.92126909518214,NA,5.68231441048035,8.10822510822511,3.66377440347072,5.22065217391304,2.37676438653637,4.07700650759219,NA
"CZE3",1.10751748251748,1.72655565293602,2.01843722563652,2.99823633156966,1.70536499560246,3.14838129496403,2.58906691800189,2.42911153119093,2.75636363636364,3.20627802690583,2.98005439709882,2.28085867620751,6.86333012512031,3.60681399631676,6.22797456857402,6.76151761517615,6.11747851002865,4.40874524714829,3.32242990654206,1.909426987061,3.71648550724638,1.71520146520147,0.535676251331203,2.74190647482014,1.37924528301887,1.65023696682464,2.4492119089317,1.93802816901408,2.26607319485658,2.25289575289575,2.58675078864353,5.94602551521099,6.20301418439716,5.27022058823529,6.69162210338681,3.48729582577132,5.12578616352201,1.57830188679245
"DEU3",1.25160652496293,1.63537009438649,1.81066268061784,2.47559760956175,1.65004985044865,3.03892215568862,2.67775467775468,3.13106295149639,3.26179604261796,3.11238189955246,2.98602096854718,1.91330343796711,6.51985922574158,5.24397590361446,5.54185463659148,6.89221556886228,NA,4.63650228774784,3.46626078132927,2.33385012919897,3.835,1.5537607269056,0.495444191343964,2.32079207920792,1.67994026879044,2.20723847297967,2.03270564915758,1.43411238189955,2.19379450661241,2.00100150225338,2.7351598173516,4.79458598726115,4.94681908548708,4.57343020238713,6.21251241310824,3.61476644902059,5.74661992989484,1.73553719008264
"DEU5",1.2390243902439,1.54673807205453,1.92239685658153,2.68682926829268,1.75556706369757,2.92552135054618,2.65651260504202,3.15238583889174,3.29059829059829,2.2198233562316,2.13877952755906,1.7094395280236,6.26366888094022,4.33726899383984,5.04438775510204,6.54444444444444,4.83251231527094,3.52824098977945,3.35172413793103,2.40864864864865,3.77173360447382,1.48676984523215,0.340286054827175,2.31723436705643,1.54379746835443,1.65400202634245,2.32586458840721,1.74812593703148,2.43252950230888,2.02068617558022,NA,4.76809210526316,4.39571647118817,5.08208955223881,6.5985111662531,3.94097222222222,4.82148184982596,1.76374207188161
"DEU6",1.25147058823529,1.56207233626588,1.81176470588235,2.58757338551859,1.8064681724846,2.95139911634757,2.46629213483146,3.18054162487462,3.35982230997038,1.83456062837506,NA,1.63366336633663,6.08796764408493,4.22770780856423,4.76585122316525,6.50299401197605,NA,3.26693629929221,3.29939209726444,2.38621388748099,3.74937965260546,1.38564356435644,0.457609268035808,2.00398208063713,1.45983242976836,1.52223320158103,2.25574572127139,1.72758620689655,2.41845386533666,2.00838677849038,2.31362725450902,4.89329758713137,3.8051434223541,5.21458551941238,6.43937162493864,3.9451918285999,4.71189773844641,1.63577154308617
"DEU7",1.12901113294041,1.43315858453473,1.70669291338583,2.19122462344466,1.79946344735077,2.73455978975033,2.33263452131377,3.37533512064343,3.55,1.82950819672131,1.51710526315789,1.3254593175853,7.85598923283984,4.96973772696705,5.46081081081081,7.39787092481703,7.12885906040268,4.17186417186417,3.21136521136521,2.80723729993041,3.87466666666667,1.23493975903614,0.529454545454545,1.93838862559242,1.33784698713609,1.67233174711081,1.92997382198953,1.41931216931217,2.27527322404372,1.90660440293529,2.62534059945504,4.7640056022409,5.81009296148738,5.31946403385049,6.09980171844018,3.46240851630073,5.30606860158311,1.38340192043896
"DOM3",1.14457831325301,1.76,2.03291139240506,2.63613231552163,1.39,1.67493796526055,2.56498673740053,2.75204359673025,3.32311977715877,2.18472906403941,1.95073891625616,1.88585607940447,3.25870646766169,2.73267326732673,2.93086419753086,5.13131313131313,3.30402010050251,1.85496183206107,3.11497326203209,2.53926701570681,3.70923913043478,1.41871921182266,0.787634408602151,2.54577464788732,1.59685863874346,1.5378590078329,2.57590361445783,2.11749347258486,2.62849162011173,1.94179894179894,2.71428571428571,6.6275,7.70145631067961,6.33740831295844,5.52771084337349,3.32530120481928,3.46282973621103,1.36528497409326
"DZA4",1.05873140172279,1.79071597167585,2.04660347551343,2.52666119770304,1.08934169278997,1.09448818897638,2.08061889250814,1.9644921552436,2.91800643086817,2.50481540930979,2.01283079390537,1.46262785208497,1.25553797468354,1.24620303756994,1.76666666666667,5.03112529928172,1.66720257234727,1.22509803921569,2.71428571428571,1.93212669683258,3.16902654867257,1.50263157894737,NA,2.73675496688742,1.14891846921797,1.41688424717145,2.96499602227526,2.41018998272884,2.54489436619718,2.29654591406908,2.74657534246575,6.21864406779661,8.08881839809675,5.05536912751678,6.11022364217252,NA,NA,1.96598030438675
"DZA6",1.10041841004184,1.76282590412111,2.05245346869712,2.71943711521548,1.3857998289136,1.11818943839061,2,1.83840139009557,2.65112262521589,4.39553571428571,3.87773722627737,2.22735346358792,2.23479087452471,NA,2.56899641577061,4.17662565905097,2.39596700274977,2.36962247585601,3.15811518324607,2.81634819532909,3.16326530612245,1.55375832540438,0.833170731707317,2.27034358047016,1.28677839851024,1.5957249070632,2.83704974271012,2.53221957040573,2.57028571428571,2.29850746268657,2.29732620320856,6.02752293577982,6.54882459312839,5.99355432780847,7.47750865051903,3.45323741007194,4.08861859252824,1.70816326530612
"ECU6",1.0216306156406,1.96838602329451,1.59367194004996,2.55158069883527,1.16971713810316,1.47753743760399,2.24623115577889,2.91409507923269,3.02001668056714,2.6669442131557,1.90515806988353,1.91174021648626,2.89473684210526,2.76313594662219,2.130615640599,3.759367194005,2.43109243697479,1.85345545378851,2.14008438818565,2.55872483221477,3.08619246861925,1.64321608040201,0.668333333333333,2.48874061718098,1.30743525480368,1.18614357262103,2.90515806988353,2.56536219816819,2.91007493755204,2.64975041597338,2.78951747088186,5.56178790534619,5.54545454545455,5.72696817420436,5.43547044129892,3.80984153461218,3.64166666666667,1.39137785291631
"ECU7",1.12604340567613,2.1465661641541,1.67057837384744,2.74599156118143,1.23224728487886,1.68030050083472,2.26525423728814,2.88700084961767,2.88730025231287,3.97319932998325,2.33529907329402,2.30412805391744,3.70460469157255,3.46700942587832,2.55012636899747,4.36793248945148,3.35827876520112,2.42808798646362,2,2.03236797274276,3.13121783876501,1.75601374570447,0.816151202749141,2.14802354920101,1.20808761583825,1.12164429530201,3.06422018348624,2.3786078098472,2.84476534296029,2.38799661876585,2.64864864864865,5.76971894832276,6.0546218487395,5.87489288774636,6.00167364016736,4.85666387259011,3.89588581024349,1.43410852713178
"EGY4",1.039,1.82188125416945,2.45323499832383,2.6394115634622,1.38678295873868,1.028,1.96843177189409,1.63170241286863,2.89919893190921,1.68835502168835,1.57593027153872,1.14280947614281,1.00533333333333,1.075,2.15474598930481,4.58644859813084,1.425,1.17645096731154,3.48236953455571,2.15336134453782,NA,1.33768064857244,NA,2.94817786693414,1.14338983050847,1.1818487394958,2.80576987588058,2.231,1.962,2.8,2.97233333333333,NA,8.23166666666667,6.677,6.575,NA,NA,1.48538797447094
"EGY5",1.02392658144871,1.71573770491803,2.45454545454545,2.92709359605911,1.62545096753034,1.04819672131148,1.45021360499507,1.3752462245568,2.72897503285151,1.73409836065574,1.7227332457293,1.36688524590164,NA,NA,NA,4.97928313054916,1.26320971447325,1.15086913742211,3.25225526227865,1.77472343278579,2.3385240352065,1.23354283824016,0.784132231404959,2.88705959828778,1.24086378737542,1.27056491575818,3.02920905808992,2.73081967213115,2.90295081967213,2.90357494260413,NA,4.49595885378398,6.76146179401993,7.15060240963855,7.86486486486486,2.69867549668874,2.4561345646438,1.62667977712225
"EGY6",1.03939592908733,1.74392646093237,2.35653315824032,2.1661195009849,1.90938936309915,1.06504599211564,1.75574523965857,1.59816152330926,2.69336835193697,2.20551543007223,1.93237032173342,1.8752462245568,NA,NA,NA,5.08076165462902,2.62114248194353,2.37754432042022,1.42049934296978,1.63331138907176,NA,1.33201840894149,0.582403151674327,2.62376887721602,1.20091923834537,1.16808929743926,2.11687458962574,2.93499671700591,2.89428759028234,2.89691398555483,2.95732107682206,6.25082074852265,4.24294156270519,6.75508864084045,7.88509520682863,2.543007222587,2.68483256730138,1.68483256730138
"EGY7",1.00333333333333,1.81818181818182,2.39444911690496,2.99573014517506,1.43896321070234,1.02666666666667,1.80118946474087,1.73657289002558,2.99661016949153,1.59259259259259,1.53735144312394,1.17770326906957,NA,NA,2.06160337552743,4.98488664987406,1.5730110775428,1.11548117154812,2.94117647058824,2.17511013215859,NA,1.44126357354393,0.895907473309609,2.84116140051238,1.17191719171917,1.31021897810219,3.06610878661088,2.8274678111588,2.88936170212766,2.92838874680307,2.97523484201537,NA,6.74496644295302,6.40438596491228,8.45583333333333,2.59402460456942,3.88215488215488,1.66194523135033
"ESP2",1.19973368841545,1.64247669773635,1.76995940460081,3.17491525423729,1.41846361185984,2.50602409638554,2.23946784922395,NA,NA,2.12073669849932,2.31528444139822,1.38731909028256,4.43619322278299,3.52853067047076,4.72249474421864,5.97067039106145,4.474001507159,2.28714285714286,NA,NA,NA,NA,0.625,1.88471849865952,1.4418291862811,1.39171122994652,3.23148765843896,2.27444794952681,2.60948616600791,2.15309932785661,2.60643185298622,4.53932584269663,5.02450980392157,5.65697177074423,5.86046511627907,4.48017621145374,5.61609686609687,NA
"ESP3",1.19338842975207,1.70149253731343,1.8790658882402,3.11973018549747,1.53935376967688,2.30590191188695,2.31408573928259,2.89478417266187,3.04095563139932,1.96618765849535,1.91779661016949,1.41878172588832,5.45550660792952,4.36276223776224,4.40260869565217,6.06395851339672,5.05545454545455,2.74426807760141,2.95081967213115,2.4521484375,3.48856358645929,1.62280701754386,0.588235294117647,2.02830188679245,1.54973357015986,1.34353741496599,3.13928273561301,2.19893428063943,2.67899008115419,2.22165387894288,2.75326939843069,4.79907084785134,5.56297548605241,5.33077660594439,6.52925989672978,4.39878892733564,4.48340425531915,1.51624548736462
"ESP4",1.15161557580779,1.61781848459617,1.75979983319433,3.04180602006689,1.58867610324729,2.46134663341646,2.18890814558059,3.12813620071685,3.27782571182053,2.22212908633697,2.1555929352397,1.62962962962963,6.114556416882,4.67896995708155,4.81308411214953,6.37605396290051,5.16412556053812,3.12773403324584,3.03956478733927,2.78681771369722,3.46345975948196,1.50990990990991,0.430066603235014,1.86465517241379,1.44109831709477,1.46316680779001,3.04257095158598,2.12256267409471,2.66885553470919,2.07288888888889,2.66636280765725,4.70648815653965,5.06287170773152,5.53574833174452,7.08841201716738,4.28211805555556,NA,1.54031510658017
"ESP5",1.1203007518797,1.57011686143573,1.67307692307692,2.9071129707113,1.6493288590604,2.75899581589958,2.56486486486486,3.24300699300699,3.39878366637706,2.40627650551315,2.06265876375953,1.81947942905122,6.64616755793226,4.63588390501319,5.501303214596,7.08706896551724,5.61684782608696,3.05998209489705,2.96267190569745,2.78781925343811,3.47053571428571,1.45391304347826,0.446685878962536,2.0026714158504,1.39982425307557,1.23164335664336,2.93650793650794,2.06842105263158,2.51020408163265,1.88628472222222,NA,4.63157894736842,5.65254237288136,5.4280338664158,6.58426005132592,4.20484010371651,4.1921768707483,1.38541666666667
"ESP6",1.09343434343434,1.51063829787234,1.63273960983885,3.08305084745763,1.56425531914894,2.93627867459643,2.484934086629,3.08376963350785,3.20598290598291,2.10714285714286,1.73617021276596,1.43381725021349,7.10952804986643,NA,5.49736842105263,7.52413793103448,NA,2.85013380909902,2.67748279252704,2.54491017964072,3.52962625341841,1.43694493783304,0.324298160696999,2.16018099547511,1.37871956717764,1.33996383363472,2.96795952782462,2.10416666666667,2.53045923149016,2.07560756075608,2.22293577981651,4.76544401544402,5.14175257731959,5.36019417475728,6.6548748921484,3.87314085739283,4.27052722558341,1.64024933214604
"EST3",1.24334975369458,1.88125613346418,2.0547263681592,2.91674925668979,1.47860696517413,2.97389558232932,2.16767676767677,2.08299180327869,2.83265720081136,3.02618328298087,3.37322515212982,1.50697211155378,2.3755364806867,2.59228362877998,5.18860103626943,5.96270161290323,6.32049947970864,2.23839009287926,2.79288025889968,2.64038876889849,3.66805411030177,1.7459807073955,0.746126340882002,2.62928348909657,1.29368421052632,1.6648590021692,2.58777120315582,2.31147540983607,2.62022703818369,2.18455366098295,2.75103305785124,5.42262678803641,5.519,5.62246963562753,7.27101879327399,3.21450151057402,4.13861386138614,1.63453389830508
"EST6",1.15143603133159,1.61478090255069,1.79672131147541,2.87745740498034,1.7302110817942,3.02122015915119,1.7056856187291,2.49527665317139,3.25693035835024,2.85495675316035,2.26066666666667,1.50990752972259,3.10453216374269,2.61014593467686,4.92807262569832,6.1108843537415,NA,2.00068681318681,2.89113193943764,2.27923976608187,3.60684357541899,1.84928571428571,0.617021276595745,2.36928327645051,1.47455295735901,1.81526390870185,2.7275703994761,2.39153794492948,2.70945945945946,2.46502331778814,2.65246788370521,5.38901960784314,3.75486903962391,5.92852185981957,7.35029742233972,3.80753701211306,5.14777998674619,1.50035186488388
"ETH5",1.09733333333333,1.24616410940627,1.72489959839357,1.96378269617706,1.13119143239625,1.26876675603217,3.15699658703072,3.05778382053025,3.30581867388363,2.1000680735194,1.46112600536193,1.47157190635451,1.50940860215054,1.9606512890095,2.28620452985587,2.86095890410959,1.94667590027701,1.46127946127946,3.00623700623701,2.16851595006935,3.10161177295025,1.2510148849797,0.768807339449541,1.82205163991626,1.30815913688469,1.65387251542152,2.18213296398892,2.14154411764706,2.36587677725118,2.03476669716377,NA,6.62292609351433,6.61377447670493,4.24895977808599,4.91986301369863,3.88679245283019,4.13391655450875,1.76977401129944
"ETH7",1.05365853658537,1.57479674796748,1.85644371941272,2.7937033968517,1.09756097560976,1.0739837398374,2.42704918032787,2.65422885572139,3.1968954248366,2.01960784313725,1.54650205761317,1.48856209150327,1.64075829383886,1.7002457002457,1.67673469387755,2.59087204563977,1.71300081766149,1.46699266503667,2.70501730103806,2.31896551724138,3.03504273504273,1.2979797979798,0.887938408896493,2.56244830438379,1.26784214945424,1.58760330578512,2.99506984387839,2.54499579478553,2.8669991687448,2.39423868312757,2.87966804979253,6.45950413223141,6.46349466776046,6.0016835016835,6.1440329218107,1.75611745513866,2.25693311582382,1.53283458021613
"FIN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89720558882236,2.39520958083832,1.44655344655345,3.44635627530364,2.96188565697091,4.63444108761329,5.80661322645291,4.65558912386707,2.52562814070352,NA,NA,NA,NA,0.833512352309345,1.89016736401674,1.64779161947905,1.88382687927107,2.63872255489022,1.99385875127943,2.39626556016598,2.34587995930824,2.73291925465838,5.85460992907801,NA,NA,NA,NA,NA,NA
"FIN3",1.21618852459016,1.46373850868233,1.7410071942446,3.06474820143885,1.67801857585139,2.58937691521961,1.7223382045929,3.20021074815595,3.44801714898178,2.30824008138352,2.56734693877551,1.41260162601626,4.52136752136752,3.52325581395349,5.08829787234043,6.52405857740586,6.03552206673843,3.10610932475884,3.00322234156821,2.29189189189189,3.4206008583691,1.98355263157895,0.841530054644809,2.46849593495935,1.76680244399185,2.11914460285132,2.77157360406091,1.83264033264033,2.23231256599789,2.30705394190871,2.67616033755274,5.60864485981308,4.15843621399177,4.15723270440252,5.3548717948718,3.78925619834711,4.28879753340185,1.62847965738758
"FIN5",1.14825870646766,1.39881539980257,1.64115308151093,2.91707798617966,1.73408624229979,2.52277227722772,1.85350966429298,3.02610441767068,3.29382470119522,2.27712031558185,2.14229249011858,1.59782608695652,5.90142276422764,3.12823061630219,5.47447447447447,6.74875373878365,5.80687563195147,3.26586102719033,3.13232323232323,2.51165146909828,3.583,1.71515151515152,0.839544513457557,2.22401614530777,1.56319514661274,1.8762677484787,2.80909990108803,1.67274569402229,2.20639834881321,2.40927835051546,NA,5.60243632336656,4.98015873015873,4.679037111334,5.04757185332012,4.04442250740375,3.59643916913947,1.355
"FRA5",1.16416416416416,1.504,1.77177177177177,2.63636363636364,1.40809968847352,2.74096385542169,2.43624868282403,3.1983556012333,3.64558232931727,2.84168336673347,2.82382382382382,2.19138276553106,6.44522613065327,3.32164328657315,6.42885771543086,6.85356068204614,6.76512096774194,3.73380566801619,2.91632231404959,2.54430379746835,3.46932515337423,1.63542739443872,0.604895104895105,1.73120494335736,1.47914547304171,1.18062563067608,2.856,1.44678714859438,2.2970498474059,1.92842741935484,NA,4.78947368421053,5.04304304304304,NA,5.11623246492986,5.02705410821643,5.33066132264529,1.50155763239875
"GBR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18068833652008,4.50047214353163,5.28462998102467,6.50563909774436,NA,NA,3.13809990205681,2.52062868369352,3.73979107312441,NA,NA,NA,1.38872691933916,1.22988505747126,NA,1.50795135640786,NA,NA,NA,NA,5.06302916274694,4.92760617760618,NA,NA,NA,NA
"GBR5",1.07032755298651,1.34966378482229,1.66893865628043,2.70877531340405,1.98191489361702,2.65497076023392,2.13894967177243,2.92643923240938,3.22057368941642,2.38203356367226,2.29051383399209,1.65294117647059,5.65803667745415,3.9105098855359,4.95277207392197,6.40867810292634,6.04658385093168,3.81721572794899,3.14109165808445,2.63409563409563,3.49695740365112,1.55649419218585,0.620770128354726,1.78367346938776,1.49150849150849,1.25944333996024,2.73314065510597,1.40828402366864,2.27466937945066,2.22954091816367,NA,5.2875,5.41453831041257,NA,5.05232558139535,4.17784256559767,4.5536231884058,1.41463414634146
